"berkas_citra","nama"
"435__F_Left_middle_finger.BMP","Ms. Hope Schuster-Hirthe"
"435__F_Left_ring_finger.BMP","Ms. Hope Schuster-Hirthe"
"435__F_Left_thumb_finger.BMP","Ms. Hope Schuster-Hirthe"
"435__F_Right_index_finger.BMP","Ms. Hope Schuster-Hirthe"
"435__F_Right_little_finger.BMP","Ms. Hope Schuster-Hirthe"
"435__F_Right_middle_finger.BMP","Ms. Hope Schuster-Hirthe"
"435__F_Right_ring_finger.BMP","Ms. Hope Schuster-Hirthe"
"435__F_Right_thumb_finger.BMP","Ms. Hope Schuster-Hirthe"
"436__M_Left_index_finger.BMP","Lyle Kertzmann"
"436__M_Left_little_finger.BMP","Lyle Kertzmann"
"436__M_Left_middle_finger.BMP","Lyle Kertzmann"
"436__M_Left_ring_finger.BMP","Lyle Kertzmann"
"436__M_Left_thumb_finger.BMP","Lyle Kertzmann"
"436__M_Right_index_finger.BMP","Lyle Kertzmann"
"436__M_Right_little_finger.BMP","Lyle Kertzmann"
"436__M_Right_middle_finger.BMP","Lyle Kertzmann"
"436__M_Right_ring_finger.BMP","Lyle Kertzmann"
"436__M_Right_thumb_finger.BMP","Lyle Kertzmann"
"437__M_Left_index_finger.BMP","Rochelle Legros"
"437__M_Left_little_finger.BMP","Rochelle Legros"
"437__M_Left_middle_finger.BMP","Rochelle Legros"
"437__M_Left_ring_finger.BMP","Rochelle Legros"
"437__M_Left_thumb_finger.BMP","Rochelle Legros"
"437__M_Right_index_finger.BMP","Rochelle Legros"
"437__M_Right_little_finger.BMP","Rochelle Legros"
"437__M_Right_middle_finger.BMP","Rochelle Legros"
"437__M_Right_ring_finger.BMP","Rochelle Legros"
"437__M_Right_thumb_finger.BMP","Rochelle Legros"
"438__M_Left_index_finger.BMP","Kelli Anderson"
"438__M_Left_little_finger.BMP","Kelli Anderson"
"438__M_Left_middle_finger.BMP","Kelli Anderson"
"438__M_Left_ring_finger.BMP","Kelli Anderson"
"438__M_Left_thumb_finger.BMP","Kelli Anderson"
"438__M_Right_index_finger.BMP","Kelli Anderson"
"438__M_Right_little_finger.BMP","Kelli Anderson"
"438__M_Right_middle_finger.BMP","Kelli Anderson"
"438__M_Right_ring_finger.BMP","Kelli Anderson"
"438__M_Right_thumb_finger.BMP","Kelli Anderson"
"439__M_Left_index_finger.BMP","Dr. Denise Ebert"
"439__M_Left_little_finger.BMP","Dr. Denise Ebert"
"439__M_Left_middle_finger.BMP","Dr. Denise Ebert"
"439__M_Left_ring_finger.BMP","Dr. Denise Ebert"
"439__M_Left_thumb_finger.BMP","Dr. Denise Ebert"
"439__M_Right_index_finger.BMP","Dr. Denise Ebert"
"439__M_Right_little_finger.BMP","Dr. Denise Ebert"
"439__M_Right_middle_finger.BMP","Dr. Denise Ebert"
"439__M_Right_ring_finger.BMP","Dr. Denise Ebert"
"439__M_Right_thumb_finger.BMP","Dr. Denise Ebert"
"440__M_Left_index_finger.BMP","Pedro Rodriguez"
"440__M_Left_little_finger.BMP","Pedro Rodriguez"
"440__M_Left_middle_finger.BMP","Pedro Rodriguez"
"440__M_Left_ring_finger.BMP","Pedro Rodriguez"
"440__M_Left_thumb_finger.BMP","Pedro Rodriguez"
"440__M_Right_index_finger.BMP","Pedro Rodriguez"
"440__M_Right_little_finger.BMP","Pedro Rodriguez"
"440__M_Right_middle_finger.BMP","Pedro Rodriguez"
"440__M_Right_ring_finger.BMP","Pedro Rodriguez"
"440__M_Right_thumb_finger.BMP","Pedro Rodriguez"
"441__M_Left_index_finger.BMP","Delores Schinner"
"441__M_Left_little_finger.BMP","Delores Schinner"
"441__M_Left_middle_finger.BMP","Delores Schinner"
"441__M_Left_ring_finger.BMP","Delores Schinner"
"441__M_Left_thumb_finger.BMP","Delores Schinner"
"441__M_Right_index_finger.BMP","Delores Schinner"
"441__M_Right_little_finger.BMP","Delores Schinner"
"441__M_Right_middle_finger.BMP","Delores Schinner"
"441__M_Right_ring_finger.BMP","Delores Schinner"
"441__M_Right_thumb_finger.BMP","Delores Schinner"
"442__F_Left_index_finger.BMP","Vanessa Hammes-White"
"442__F_Left_little_finger.BMP","Vanessa Hammes-White"
"442__F_Left_middle_finger.BMP","Vanessa Hammes-White"
"442__F_Left_ring_finger.BMP","Vanessa Hammes-White"
"442__F_Left_thumb_finger.BMP","Vanessa Hammes-White"
"442__F_Right_index_finger.BMP","Vanessa Hammes-White"
"442__F_Right_little_finger.BMP","Vanessa Hammes-White"
"442__F_Right_middle_finger.BMP","Vanessa Hammes-White"
"442__F_Right_ring_finger.BMP","Vanessa Hammes-White"
"442__F_Right_thumb_finger.BMP","Vanessa Hammes-White"
"443__M_Left_index_finger.BMP","Lonnie Trantow-Greenholt PhD"
"443__M_Left_little_finger.BMP","Lonnie Trantow-Greenholt PhD"
"443__M_Left_middle_finger.BMP","Lonnie Trantow-Greenholt PhD"
"443__M_Left_ring_finger.BMP","Lonnie Trantow-Greenholt PhD"
"443__M_Left_thumb_finger.BMP","Lonnie Trantow-Greenholt PhD"
"443__M_Right_index_finger.BMP","Lonnie Trantow-Greenholt PhD"
"443__M_Right_little_finger.BMP","Lonnie Trantow-Greenholt PhD"
"443__M_Right_middle_finger.BMP","Lonnie Trantow-Greenholt PhD"
"443__M_Right_ring_finger.BMP","Lonnie Trantow-Greenholt PhD"
"443__M_Right_thumb_finger.BMP","Lonnie Trantow-Greenholt PhD"
"444__M_Left_index_finger.BMP","Mr. Milton Johnston-Goyette"
"444__M_Left_little_finger.BMP","Mr. Milton Johnston-Goyette"
"444__M_Left_middle_finger.BMP","Mr. Milton Johnston-Goyette"
"444__M_Left_ring_finger.BMP","Mr. Milton Johnston-Goyette"
"444__M_Left_thumb_finger.BMP","Mr. Milton Johnston-Goyette"
"444__M_Right_index_finger.BMP","Mr. Milton Johnston-Goyette"
"444__M_Right_little_finger.BMP","Mr. Milton Johnston-Goyette"
"444__M_Right_middle_finger.BMP","Mr. Milton Johnston-Goyette"
"444__M_Right_ring_finger.BMP","Mr. Milton Johnston-Goyette"
"444__M_Right_thumb_finger.BMP","Mr. Milton Johnston-Goyette"
"445__M_Left_index_finger.BMP","Marguerite Corwin"
"445__M_Left_little_finger.BMP","Marguerite Corwin"
"445__M_Left_middle_finger.BMP","Marguerite Corwin"
"445__M_Left_ring_finger.BMP","Marguerite Corwin"
"445__M_Left_thumb_finger.BMP","Marguerite Corwin"
"445__M_Right_index_finger.BMP","Marguerite Corwin"
"445__M_Right_little_finger.BMP","Marguerite Corwin"
"445__M_Right_middle_finger.BMP","Marguerite Corwin"
"445__M_Right_ring_finger.BMP","Marguerite Corwin"
"445__M_Right_thumb_finger.BMP","Marguerite Corwin"
"446__M_Left_index_finger.BMP","Leslie Spinka"
"446__M_Left_little_finger.BMP","Leslie Spinka"
"446__M_Left_middle_finger.BMP","Leslie Spinka"
"446__M_Left_ring_finger.BMP","Leslie Spinka"
"446__M_Left_thumb_finger.BMP","Leslie Spinka"
"446__M_Right_index_finger.BMP","Leslie Spinka"
"446__M_Right_little_finger.BMP","Leslie Spinka"
"446__M_Right_middle_finger.BMP","Leslie Spinka"
"446__M_Right_ring_finger.BMP","Leslie Spinka"
"446__M_Right_thumb_finger.BMP","Leslie Spinka"
"447__M_Left_index_finger.BMP","Cameron Senger"
"447__M_Left_little_finger.BMP","Cameron Senger"
"447__M_Left_middle_finger.BMP","Cameron Senger"
"447__M_Left_ring_finger.BMP","Cameron Senger"
"447__M_Left_thumb_finger.BMP","Cameron Senger"
"447__M_Right_index_finger.BMP","Cameron Senger"
"447__M_Right_little_finger.BMP","Cameron Senger"
"447__M_Right_middle_finger.BMP","Cameron Senger"
"447__M_Right_ring_finger.BMP","Cameron Senger"
"447__M_Right_thumb_finger.BMP","Cameron Senger"
"448__M_Left_index_finger.BMP","Ms. Erika Ankunding"
"448__M_Left_little_finger.BMP","Ms. Erika Ankunding"
"448__M_Left_middle_finger.BMP","Ms. Erika Ankunding"
"448__M_Left_ring_finger.BMP","Ms. Erika Ankunding"
"448__M_Left_thumb_finger.BMP","Ms. Erika Ankunding"
"448__M_Right_index_finger.BMP","Ms. Erika Ankunding"
"448__M_Right_little_finger.BMP","Ms. Erika Ankunding"
"448__M_Right_middle_finger.BMP","Ms. Erika Ankunding"
"448__M_Right_ring_finger.BMP","Ms. Erika Ankunding"
"448__M_Right_thumb_finger.BMP","Ms. Erika Ankunding"
"449__F_Left_index_finger.BMP","Erika Predovic"
"449__F_Left_little_finger.BMP","Erika Predovic"
"449__F_Left_middle_finger.BMP","Erika Predovic"
"449__F_Left_ring_finger.BMP","Erika Predovic"
"449__F_Left_thumb_finger.BMP","Erika Predovic"
"449__F_Right_index_finger.BMP","Erika Predovic"
"449__F_Right_little_finger.BMP","Erika Predovic"
"449__F_Right_middle_finger.BMP","Erika Predovic"
"449__F_Right_ring_finger.BMP","Erika Predovic"
"449__F_Right_thumb_finger.BMP","Erika Predovic"
"450__M_Left_index_finger.BMP","Leona Goodwin"
"450__M_Left_little_finger.BMP","Leona Goodwin"
"450__M_Left_middle_finger.BMP","Leona Goodwin"
"450__M_Left_ring_finger.BMP","Leona Goodwin"
"450__M_Left_thumb_finger.BMP","Leona Goodwin"
"450__M_Right_index_finger.BMP","Leona Goodwin"
"450__M_Right_little_finger.BMP","Leona Goodwin"
"450__M_Right_middle_finger.BMP","Leona Goodwin"
"450__M_Right_ring_finger.BMP","Leona Goodwin"
"450__M_Right_thumb_finger.BMP","Leona Goodwin"
"451__M_Left_index_finger.BMP","Aubrey Klocko"
"451__M_Left_little_finger.BMP","Aubrey Klocko"
"451__M_Left_middle_finger.BMP","Aubrey Klocko"
"451__M_Left_ring_finger.BMP","Aubrey Klocko"
"451__M_Left_thumb_finger.BMP","Aubrey Klocko"
"451__M_Right_index_finger.BMP","Aubrey Klocko"
"451__M_Right_little_finger.BMP","Aubrey Klocko"
"451__M_Right_middle_finger.BMP","Aubrey Klocko"
"451__M_Right_ring_finger.BMP","Aubrey Klocko"
"451__M_Right_thumb_finger.BMP","Aubrey Klocko"
"452__F_Left_index_finger.BMP","Susan Reichert"
"452__F_Left_little_finger.BMP","Susan Reichert"
"452__F_Left_middle_finger.BMP","Susan Reichert"
"452__F_Left_ring_finger.BMP","Susan Reichert"
"452__F_Left_thumb_finger.BMP","Susan Reichert"
"452__F_Right_index_finger.BMP","Susan Reichert"
"452__F_Right_little_finger.BMP","Susan Reichert"
"452__F_Right_middle_finger.BMP","Susan Reichert"
"452__F_Right_ring_finger.BMP","Susan Reichert"
"452__F_Right_thumb_finger.BMP","Susan Reichert"
"453__F_Left_index_finger.BMP","Julia Braun"
"453__F_Left_little_finger.BMP","Julia Braun"
"453__F_Left_middle_finger.BMP","Julia Braun"
"453__F_Left_ring_finger.BMP","Julia Braun"
"453__F_Left_thumb_finger.BMP","Julia Braun"
"453__F_Right_index_finger.BMP","Julia Braun"
"453__F_Right_little_finger.BMP","Julia Braun"
"453__F_Right_middle_finger.BMP","Julia Braun"
"453__F_Right_ring_finger.BMP","Julia Braun"
"453__F_Right_thumb_finger.BMP","Julia Braun"
"454__M_Left_index_finger.BMP","Jamie Lind"
"454__M_Left_little_finger.BMP","Jamie Lind"
"454__M_Left_middle_finger.BMP","Jamie Lind"
"454__M_Left_ring_finger.BMP","Jamie Lind"
"454__M_Left_thumb_finger.BMP","Jamie Lind"
"454__M_Right_index_finger.BMP","Jamie Lind"
"454__M_Right_little_finger.BMP","Jamie Lind"
"454__M_Right_middle_finger.BMP","Jamie Lind"
"454__M_Right_ring_finger.BMP","Jamie Lind"
"454__M_Right_thumb_finger.BMP","Jamie Lind"
"455__M_Left_index_finger.BMP","May Herzog-Mosciski DVM"
"455__M_Left_little_finger.BMP","May Herzog-Mosciski DVM"
"455__M_Left_middle_finger.BMP","May Herzog-Mosciski DVM"
"455__M_Left_ring_finger.BMP","May Herzog-Mosciski DVM"
"455__M_Left_thumb_finger.BMP","May Herzog-Mosciski DVM"
"455__M_Right_index_finger.BMP","May Herzog-Mosciski DVM"
"455__M_Right_little_finger.BMP","May Herzog-Mosciski DVM"
"455__M_Right_middle_finger.BMP","May Herzog-Mosciski DVM"
"455__M_Right_ring_finger.BMP","May Herzog-Mosciski DVM"
"455__M_Right_thumb_finger.BMP","May Herzog-Mosciski DVM"
"456__M_Left_index_finger.BMP","Philip Reichel DDS"
"456__M_Left_little_finger.BMP","Philip Reichel DDS"
"456__M_Left_middle_finger.BMP","Philip Reichel DDS"
"456__M_Left_ring_finger.BMP","Philip Reichel DDS"
"456__M_Left_thumb_finger.BMP","Philip Reichel DDS"
"456__M_Right_index_finger.BMP","Philip Reichel DDS"
"456__M_Right_little_finger.BMP","Philip Reichel DDS"
"456__M_Right_middle_finger.BMP","Philip Reichel DDS"
"456__M_Right_ring_finger.BMP","Philip Reichel DDS"
"456__M_Right_thumb_finger.BMP","Philip Reichel DDS"
"457__M_Left_index_finger.BMP","Don Koss"
"457__M_Left_little_finger.BMP","Don Koss"
"457__M_Left_middle_finger.BMP","Don Koss"
"457__M_Left_ring_finger.BMP","Don Koss"
"457__M_Left_thumb_finger.BMP","Don Koss"
"457__M_Right_index_finger.BMP","Don Koss"
"457__M_Right_little_finger.BMP","Don Koss"
"457__M_Right_middle_finger.BMP","Don Koss"
"457__M_Right_ring_finger.BMP","Don Koss"
"457__M_Right_thumb_finger.BMP","Don Koss"
"458__M_Left_index_finger.BMP","Linda Moore"
"458__M_Left_little_finger.BMP","Linda Moore"
"458__M_Left_middle_finger.BMP","Linda Moore"
"458__M_Left_ring_finger.BMP","Linda Moore"
"458__M_Left_thumb_finger.BMP","Linda Moore"
"458__M_Right_index_finger.BMP","Linda Moore"
"458__M_Right_little_finger.BMP","Linda Moore"
"458__M_Right_middle_finger.BMP","Linda Moore"
"458__M_Right_ring_finger.BMP","Linda Moore"
"458__M_Right_thumb_finger.BMP","Linda Moore"
"459__M_Left_index_finger.BMP","Shaun Kirlin"
"459__M_Left_little_finger.BMP","Shaun Kirlin"
"459__M_Left_middle_finger.BMP","Shaun Kirlin"
"459__M_Left_ring_finger.BMP","Shaun Kirlin"
"459__M_Left_thumb_finger.BMP","Shaun Kirlin"
"459__M_Right_index_finger.BMP","Shaun Kirlin"
"459__M_Right_little_finger.BMP","Shaun Kirlin"
"459__M_Right_middle_finger.BMP","Shaun Kirlin"
"459__M_Right_ring_finger.BMP","Shaun Kirlin"
"459__M_Right_thumb_finger.BMP","Shaun Kirlin"
"460__M_Left_index_finger.BMP","Ryan Bins V"
"460__M_Left_little_finger.BMP","Ryan Bins V"
"460__M_Left_middle_finger.BMP","Ryan Bins V"
"460__M_Left_ring_finger.BMP","Ryan Bins V"
"460__M_Left_thumb_finger.BMP","Ryan Bins V"
"460__M_Right_index_finger.BMP","Ryan Bins V"
"460__M_Right_little_finger.BMP","Ryan Bins V"
"460__M_Right_middle_finger.BMP","Ryan Bins V"
"460__M_Right_ring_finger.BMP","Ryan Bins V"
"460__M_Right_thumb_finger.BMP","Ryan Bins V"
"461__F_Left_index_finger.BMP","Dr. Lori Hackett Sr."
"461__F_Left_little_finger.BMP","Dr. Lori Hackett Sr."
"461__F_Left_middle_finger.BMP","Dr. Lori Hackett Sr."
"461__F_Left_ring_finger.BMP","Dr. Lori Hackett Sr."
"461__F_Left_thumb_finger.BMP","Dr. Lori Hackett Sr."
"461__F_Right_index_finger.BMP","Dr. Lori Hackett Sr."
"461__F_Right_little_finger.BMP","Dr. Lori Hackett Sr."
"461__F_Right_middle_finger.BMP","Dr. Lori Hackett Sr."
"461__F_Right_ring_finger.BMP","Dr. Lori Hackett Sr."
"461__F_Right_thumb_finger.BMP","Dr. Lori Hackett Sr."
"462__M_Left_index_finger.BMP","Rolando Rogahn"
"462__M_Left_little_finger.BMP","Rolando Rogahn"
"462__M_Left_middle_finger.BMP","Rolando Rogahn"
"462__M_Left_ring_finger.BMP","Rolando Rogahn"
"462__M_Left_thumb_finger.BMP","Rolando Rogahn"
"462__M_Right_index_finger.BMP","Rolando Rogahn"
"462__M_Right_little_finger.BMP","Rolando Rogahn"
"462__M_Right_middle_finger.BMP","Rolando Rogahn"
"462__M_Right_ring_finger.BMP","Rolando Rogahn"
"462__M_Right_thumb_finger.BMP","Rolando Rogahn"
"463__F_Left_index_finger.BMP","Ms. Karen Cole"
"463__F_Left_little_finger.BMP","Ms. Karen Cole"
"463__F_Left_middle_finger.BMP","Ms. Karen Cole"
"463__F_Left_ring_finger.BMP","Ms. Karen Cole"
"463__F_Left_thumb_finger.BMP","Ms. Karen Cole"
"463__F_Right_index_finger.BMP","Ms. Karen Cole"
"463__F_Right_little_finger.BMP","Ms. Karen Cole"
"463__F_Right_middle_finger.BMP","Ms. Karen Cole"
"463__F_Right_ring_finger.BMP","Ms. Karen Cole"
"463__F_Right_thumb_finger.BMP","Ms. Karen Cole"
"464__M_Left_index_finger.BMP","Leo Ledner"
"464__M_Left_little_finger.BMP","Leo Ledner"
"464__M_Left_middle_finger.BMP","Leo Ledner"
"464__M_Left_ring_finger.BMP","Leo Ledner"
"464__M_Left_thumb_finger.BMP","Leo Ledner"
"464__M_Right_index_finger.BMP","Leo Ledner"
"464__M_Right_little_finger.BMP","Leo Ledner"
"464__M_Right_middle_finger.BMP","Leo Ledner"
"464__M_Right_ring_finger.BMP","Leo Ledner"
"464__M_Right_thumb_finger.BMP","Leo Ledner"
"465__F_Left_index_finger.BMP","Joanna Jaskolski"
"465__F_Left_little_finger.BMP","Joanna Jaskolski"
"465__F_Left_middle_finger.BMP","Joanna Jaskolski"
"465__F_Left_ring_finger.BMP","Joanna Jaskolski"
"465__F_Left_thumb_finger.BMP","Joanna Jaskolski"
"465__F_Right_index_finger.BMP","Joanna Jaskolski"
"465__F_Right_little_finger.BMP","Joanna Jaskolski"
"465__F_Right_middle_finger.BMP","Joanna Jaskolski"
"465__F_Right_ring_finger.BMP","Joanna Jaskolski"
"465__F_Right_thumb_finger.BMP","Joanna Jaskolski"
"466__F_Left_index_finger.BMP","Patrick Kling-Rogahn"
"466__F_Left_little_finger.BMP","Patrick Kling-Rogahn"
"466__F_Left_middle_finger.BMP","Patrick Kling-Rogahn"
"466__F_Left_ring_finger.BMP","Patrick Kling-Rogahn"
"466__F_Left_thumb_finger.BMP","Patrick Kling-Rogahn"
"466__F_Right_index_finger.BMP","Patrick Kling-Rogahn"
"466__F_Right_little_finger.BMP","Patrick Kling-Rogahn"
"466__F_Right_middle_finger.BMP","Patrick Kling-Rogahn"
"466__F_Right_ring_finger.BMP","Patrick Kling-Rogahn"
"466__F_Right_thumb_finger.BMP","Patrick Kling-Rogahn"
"467__M_Left_index_finger.BMP","Van Rippin"
"467__M_Left_little_finger.BMP","Van Rippin"
"467__M_Left_middle_finger.BMP","Van Rippin"
"467__M_Left_ring_finger.BMP","Van Rippin"
"467__M_Left_thumb_finger.BMP","Van Rippin"
"467__M_Right_index_finger.BMP","Van Rippin"
"467__M_Right_little_finger.BMP","Van Rippin"
"467__M_Right_middle_finger.BMP","Van Rippin"
"467__M_Right_ring_finger.BMP","Van Rippin"
"467__M_Right_thumb_finger.BMP","Van Rippin"
"468__F_Left_index_finger.BMP","Melba Rosenbaum"
"468__F_Left_little_finger.BMP","Melba Rosenbaum"
"468__F_Left_middle_finger.BMP","Melba Rosenbaum"
"468__F_Left_ring_finger.BMP","Melba Rosenbaum"
"468__F_Left_thumb_finger.BMP","Melba Rosenbaum"
"468__F_Right_index_finger.BMP","Melba Rosenbaum"
"468__F_Right_little_finger.BMP","Melba Rosenbaum"
"468__F_Right_middle_finger.BMP","Melba Rosenbaum"
"468__F_Right_ring_finger.BMP","Melba Rosenbaum"
"468__F_Right_thumb_finger.BMP","Melba Rosenbaum"
"469__M_Left_index_finger.BMP","Rufus Kovacek"
"469__M_Left_little_finger.BMP","Rufus Kovacek"
"469__M_Left_middle_finger.BMP","Rufus Kovacek"
"469__M_Left_ring_finger.BMP","Rufus Kovacek"
"469__M_Left_thumb_finger.BMP","Rufus Kovacek"
"469__M_Right_index_finger.BMP","Rufus Kovacek"
"469__M_Right_little_finger.BMP","Rufus Kovacek"
"469__M_Right_middle_finger.BMP","Rufus Kovacek"
"469__M_Right_ring_finger.BMP","Rufus Kovacek"
"469__M_Right_thumb_finger.BMP","Rufus Kovacek"
"470__F_Left_index_finger.BMP","Dr. Marcia Morissette"
"470__F_Left_little_finger.BMP","Dr. Marcia Morissette"
"470__F_Left_middle_finger.BMP","Dr. Marcia Morissette"
"470__F_Left_ring_finger.BMP","Dr. Marcia Morissette"
"470__F_Left_thumb_finger.BMP","Dr. Marcia Morissette"
"470__F_Right_index_finger.BMP","Dr. Marcia Morissette"
"470__F_Right_little_finger.BMP","Dr. Marcia Morissette"
"470__F_Right_middle_finger.BMP","Dr. Marcia Morissette"
"470__F_Right_ring_finger.BMP","Dr. Marcia Morissette"
"470__F_Right_thumb_finger.BMP","Dr. Marcia Morissette"
"471__M_Left_index_finger.BMP","Bradley Moen DDS"
"471__M_Left_little_finger.BMP","Bradley Moen DDS"
"471__M_Left_middle_finger.BMP","Bradley Moen DDS"
"471__M_Left_ring_finger.BMP","Bradley Moen DDS"
"471__M_Left_thumb_finger.BMP","Bradley Moen DDS"
"471__M_Right_index_finger.BMP","Bradley Moen DDS"
"471__M_Right_little_finger.BMP","Bradley Moen DDS"
"471__M_Right_middle_finger.BMP","Bradley Moen DDS"
"471__M_Right_ring_finger.BMP","Bradley Moen DDS"
"471__M_Right_thumb_finger.BMP","Bradley Moen DDS"
"472__M_Left_index_finger.BMP","Jesse Labadie"
"472__M_Left_little_finger.BMP","Jesse Labadie"
"472__M_Left_middle_finger.BMP","Jesse Labadie"
"472__M_Left_ring_finger.BMP","Jesse Labadie"
"472__M_Left_thumb_finger.BMP","Jesse Labadie"
"472__M_Right_index_finger.BMP","Jesse Labadie"
"472__M_Right_little_finger.BMP","Jesse Labadie"
"472__M_Right_middle_finger.BMP","Jesse Labadie"
"472__M_Right_ring_finger.BMP","Jesse Labadie"
"472__M_Right_thumb_finger.BMP","Jesse Labadie"
"473__M_Left_index_finger.BMP","Lucas Wyman DVM"
"473__M_Left_little_finger.BMP","Lucas Wyman DVM"
"473__M_Left_middle_finger.BMP","Lucas Wyman DVM"
"473__M_Left_ring_finger.BMP","Lucas Wyman DVM"
"473__M_Left_thumb_finger.BMP","Lucas Wyman DVM"
"473__M_Right_index_finger.BMP","Lucas Wyman DVM"
"473__M_Right_little_finger.BMP","Lucas Wyman DVM"
"473__M_Right_middle_finger.BMP","Lucas Wyman DVM"
"473__M_Right_ring_finger.BMP","Lucas Wyman DVM"
"473__M_Right_thumb_finger.BMP","Lucas Wyman DVM"
"474__M_Left_index_finger.BMP","Bryant Reinger"
"474__M_Left_little_finger.BMP","Bryant Reinger"
"474__M_Left_middle_finger.BMP","Bryant Reinger"
"474__M_Left_ring_finger.BMP","Bryant Reinger"
"474__M_Left_thumb_finger.BMP","Bryant Reinger"
"474__M_Right_index_finger.BMP","Bryant Reinger"
"474__M_Right_little_finger.BMP","Bryant Reinger"
"474__M_Right_middle_finger.BMP","Bryant Reinger"
"474__M_Right_ring_finger.BMP","Bryant Reinger"
"474__M_Right_thumb_finger.BMP","Bryant Reinger"
"475__M_Left_index_finger.BMP","Madeline Tromp"
"475__M_Left_little_finger.BMP","Madeline Tromp"
"475__M_Left_middle_finger.BMP","Madeline Tromp"
"475__M_Left_ring_finger.BMP","Madeline Tromp"
"475__M_Left_thumb_finger.BMP","Madeline Tromp"
"475__M_Right_index_finger.BMP","Madeline Tromp"
"475__M_Right_little_finger.BMP","Madeline Tromp"
"475__M_Right_middle_finger.BMP","Madeline Tromp"
"475__M_Right_ring_finger.BMP","Madeline Tromp"
"475__M_Right_thumb_finger.BMP","Madeline Tromp"
"476__M_Left_index_finger.BMP","Lela Mills"
"476__M_Left_little_finger.BMP","Lela Mills"
"476__M_Left_middle_finger.BMP","Lela Mills"
"476__M_Left_ring_finger.BMP","Lela Mills"
"476__M_Left_thumb_finger.BMP","Lela Mills"
"476__M_Right_index_finger.BMP","Lela Mills"
"476__M_Right_little_finger.BMP","Lela Mills"
"476__M_Right_middle_finger.BMP","Lela Mills"
"476__M_Right_ring_finger.BMP","Lela Mills"
"476__M_Right_thumb_finger.BMP","Lela Mills"
"477__M_Left_index_finger.BMP","Faith Bauch"
"477__M_Left_little_finger.BMP","Faith Bauch"
"477__M_Left_middle_finger.BMP","Faith Bauch"
"477__M_Left_ring_finger.BMP","Faith Bauch"
"477__M_Left_thumb_finger.BMP","Faith Bauch"
"477__M_Right_index_finger.BMP","Faith Bauch"
"477__M_Right_little_finger.BMP","Faith Bauch"
"477__M_Right_middle_finger.BMP","Faith Bauch"
"477__M_Right_ring_finger.BMP","Faith Bauch"
"477__M_Right_thumb_finger.BMP","Faith Bauch"
"478__M_Left_index_finger.BMP","Ollie Hickle"
"478__M_Left_little_finger.BMP","Ollie Hickle"
"478__M_Left_middle_finger.BMP","Ollie Hickle"
"478__M_Left_ring_finger.BMP","Ollie Hickle"
"478__M_Left_thumb_finger.BMP","Ollie Hickle"
"478__M_Right_index_finger.BMP","Ollie Hickle"
"478__M_Right_little_finger.BMP","Ollie Hickle"
"478__M_Right_middle_finger.BMP","Ollie Hickle"
"478__M_Right_ring_finger.BMP","Ollie Hickle"
"478__M_Right_thumb_finger.BMP","Ollie Hickle"
"479__F_Left_index_finger.BMP","Willard Glover"
"479__F_Left_little_finger.BMP","Willard Glover"
"479__F_Left_middle_finger.BMP","Willard Glover"
"479__F_Left_ring_finger.BMP","Willard Glover"
"479__F_Left_thumb_finger.BMP","Willard Glover"
"479__F_Right_index_finger.BMP","Willard Glover"
"479__F_Right_little_finger.BMP","Willard Glover"
"479__F_Right_middle_finger.BMP","Willard Glover"
"479__F_Right_ring_finger.BMP","Willard Glover"
"479__F_Right_thumb_finger.BMP","Willard Glover"
"480__M_Left_index_finger.BMP","Faye McClure"
"480__M_Left_little_finger.BMP","Faye McClure"
"480__M_Left_middle_finger.BMP","Faye McClure"
"480__M_Left_ring_finger.BMP","Faye McClure"
"480__M_Left_thumb_finger.BMP","Faye McClure"
"480__M_Right_index_finger.BMP","Faye McClure"
"480__M_Right_little_finger.BMP","Faye McClure"
"480__M_Right_middle_finger.BMP","Faye McClure"
"480__M_Right_ring_finger.BMP","Faye McClure"
"480__M_Right_thumb_finger.BMP","Faye McClure"
"481__F_Left_index_finger.BMP","Eunice Jones"
"481__F_Left_little_finger.BMP","Eunice Jones"
"481__F_Left_middle_finger.BMP","Eunice Jones"
"481__F_Left_ring_finger.BMP","Eunice Jones"
"481__F_Left_thumb_finger.BMP","Eunice Jones"
"481__F_Right_index_finger.BMP","Eunice Jones"
"481__F_Right_little_finger.BMP","Eunice Jones"
"481__F_Right_middle_finger.BMP","Eunice Jones"
"481__F_Right_ring_finger.BMP","Eunice Jones"
"481__F_Right_thumb_finger.BMP","Eunice Jones"
"482__M_Left_index_finger.BMP","Julia Buckridge"
"482__M_Left_little_finger.BMP","Julia Buckridge"
"482__M_Left_middle_finger.BMP","Julia Buckridge"
"482__M_Left_ring_finger.BMP","Julia Buckridge"
"482__M_Left_thumb_finger.BMP","Julia Buckridge"
"482__M_Right_index_finger.BMP","Julia Buckridge"
"482__M_Right_little_finger.BMP","Julia Buckridge"
"482__M_Right_middle_finger.BMP","Julia Buckridge"
"482__M_Right_ring_finger.BMP","Julia Buckridge"
"482__M_Right_thumb_finger.BMP","Julia Buckridge"
"483__M_Left_index_finger.BMP","Anthony Bahringer"
"483__M_Left_little_finger.BMP","Anthony Bahringer"
"483__M_Left_middle_finger.BMP","Anthony Bahringer"
"483__M_Left_ring_finger.BMP","Anthony Bahringer"
"483__M_Left_thumb_finger.BMP","Anthony Bahringer"
