"NIK","nama","tempat_lahir","tanggal_lahir","jenis_kelamin","golongan_darah","alamat","agama","status_perkawinan","pekerjaan","kewarganegaraan"
"3273042306932922","Mr. Jaime Bruen","New Otto","1993-06-22","Laki-laki","AB","653 Victoria Way","Buddha","Menikah","Dynamic Applications Assistant","Indonesia"
"3273041606753940","Theresa Kirlin V","Barneycester","1975-06-16","Laki-laki","AB","39808 Alfred Street","Islam","Cerai","Legacy Integration Designer","Indonesia"
"3273040305927189","Nicolas Padberg","Fort Garrisonberg","1992-05-03","Laki-laki","A","6119 E Maple Street","Buddha","Cerai","Principal Web Representative","Indonesia"
"3273042005741180","Kristie Pfannerstill MD","Nicolasport","1974-05-20","Laki-laki","AB","647 Lind Road","Islam","Belum Menikah","Human Marketing Representative","Indonesia"
"3273040910656458","Tracy Hills","Greenside","1965-10-08","Laki-laki","A","1833 Gerry Parkways","Islam","Belum Menikah","Direct Directives Developer","Indonesia"
"3273041905621133","Anthony Walker","West Eduardobury","1962-05-19","Laki-laki","O","5576 E Washington Street","Katolik","Menikah","Dynamic Integration Planner","Indonesia"
"3273045504628819","Yvette Torphy","Rebeccatown","1962-04-15","Perempuan","O","695 Joaquin Pass","Buddha","Belum Menikah","Regional Interactions Assistant","Indonesia"
"3273042003837148","Neil Oberbrunner","North Jamisontown","1983-03-20","Laki-laki","B","902 Wolf Forge","Buddha","Belum Menikah","National Division Administrator","Indonesia"
"3273042810596805","Jody Koelpin-Huels","Moore","1959-10-27","Laki-laki","B","9095 Brooks Wall","Buddha","Belum Menikah","Product Markets Designer","Indonesia"
"3273045403731447","Felix Connelly","Lorainetown","1973-03-13","Perempuan","B","192 The Mews","Kong Hu Cu","Belum Menikah","Central Creative Liaison","Indonesia"
"3273043112776976","Franklin Ward","East Pauline","1977-12-31","Laki-laki","B","90931 Milford Parkways","Kong Hu Cu","Menikah","Regional Research Strategist","Indonesia"
"3273046711834534","Viola Moore DDS","New Cleoport","1983-11-26","Perempuan","O","75755 Joanie Crossroad","Kristen","Belum Menikah","Customer Factors Executive","Indonesia"
"3273042304011621","Danielle Gutkowski","Cartwrightbury","2001-04-23","Laki-laki","B","794 Janet Grove","Kong Hu Cu","Menikah","Future Creative Specialist","Indonesia"
"3273040511879877","Mr. Damon Monahan","Chanelfurt","1987-11-05","Laki-laki","B","4051 Hegmann Throughway","Katolik","Belum Menikah","National Brand Coordinator","Indonesia"
"3273042808688121","Dr. Lonnie Emmerich","Fort Maxie","1968-08-27","Laki-laki","AB","692 Claudie Wells","Kong Hu Cu","Cerai","Dynamic Research Assistant","Indonesia"
"3273041703051642","Elaine Dicki","West Gerdaport","2005-03-17","Laki-laki","B","4511 Tillman Pine","Kristen","Belum Menikah","International Integration Executive","Indonesia"
"3273042604957713","Paul Altenwerth","Gerlachhaven","1995-04-26","Laki-laki","O","618 Carole Groves","Islam","Cerai","Human Functionality Specialist","Indonesia"
"3273044508797018","Alberta Rippin II","Lake Willardchester","1979-08-04","Perempuan","O","7855 Kunde Branch","Kong Hu Cu","Cerai","Global Identity Coordinator","Indonesia"
"3273042010913960","Mr. Emmett Kemmer","Bashirianchester","1991-10-20","Laki-laki","AB","7750 Dayton Land","Buddha","Menikah","Investor Interactions Specialist","Indonesia"
"3273046101795123","Susie Dare","Rileyboro","1979-01-21","Perempuan","AB","365 Rogahn Brook","Islam","Menikah","Chief Paradigm Assistant","Indonesia"
"3273042803905724","Paula Jast II","West Harmon","1990-03-28","Laki-laki","AB","64236 S Bridge Street","Kristen","Cerai","Dynamic Data Executive","Indonesia"
"3273041902927781","Guillermo Mueller","Clementtown","1992-02-19","Laki-laki","O","38395 Cormier Overpass","Hindu","Cerai","Chief Factors Executive","Indonesia"
"3273044706735310","Lucille Hudson","Port Harvey","1973-06-07","Perempuan","A","4567 Rectory Close","Kong Hu Cu","Belum Menikah","International Creative Administrator","Indonesia"
"3273046510874489","Grady Harber-Crist","New Alda","1987-10-25","Perempuan","A","92579 Sharon Orchard","Kristen","Belum Menikah","Senior Solutions Developer","Indonesia"
"3273041209611114","Darryl Schimmel","North Caylaland","1961-09-12","Laki-laki","A","22937 E 8th Street","Islam","Belum Menikah","Forward Data Supervisor","Indonesia"
"3273040508932521","Carmen Kozey","New Jazmyn","1993-08-04","Laki-laki","B","4990 Goyette Curve","Katolik","Menikah","Customer Tactics Developer","Indonesia"
"3273040812951608","Priscilla Dach-Torphy","Tonifort","1995-12-08","Laki-laki","O","41310 W Central Avenue","Kristen","Belum Menikah","Global Marketing Agent","Indonesia"
"3273041802627234","Victor Hoeger","Fort Eltaport","1962-02-17","Laki-laki","O","3956 Green Lane","Buddha","Belum Menikah","Central Integration Director","Indonesia"
"3273040306893431","Milton Crona","North Dariustown","1989-06-03","Laki-laki","B","2476 Carroll Freeway","Kristen","Menikah","Legacy Response Producer","Indonesia"
"3273040901635711","Vanessa Renner","Lake Brittanyworth","1963-01-09","Laki-laki","AB","3389 Aaron Street","Hindu","Belum Menikah","Future Configuration Designer","Indonesia"
"3273042803761814","Hazel Douglas","Mohamedview","1976-03-28","Laki-laki","AB","33978 Klein Dam","Kristen","Cerai","Regional Accountability Technician","Indonesia"
"3273046710818119","Marion Sawayn","Fort Lexus","1981-10-27","Perempuan","A","1175 Cynthia Overpass","Buddha","Cerai","Corporate Marketing Facilitator","Indonesia"
"3273041010658387","Forrest McDermott","Tabithacester","1965-10-09","Laki-laki","O","27481 Bailey Point","Katolik","Belum Menikah","Corporate Response Developer","Indonesia"
"3273044706943929","Velma Denesik","Robertsworth","1994-06-07","Perempuan","O","1706 S 1st Avenue","Kristen","Belum Menikah","Product Division Liaison","Indonesia"
"3273045312643192","Joan Stroman","Powlowskiside","1964-12-13","Perempuan","O","59095 Rodriguez Rest","Kristen","Cerai","Forward Creative Associate","Indonesia"
"3273041009861717","May Ryan","North Talia","1986-09-10","Laki-laki","O","26780 Luis Mall","Katolik","Menikah","Principal Optimization Manager","Indonesia"
"3273043005781316","Luz Dicki","Fort Rickey","1978-05-29","Laki-laki","O","718 Keeling River","Hindu","Menikah","District Operations Agent","Indonesia"
"3273040810655927","Valerie Bernhard","Merrittchester","1965-10-08","Laki-laki","A","5083 Sadye Spurs","Hindu","Menikah","Investor Accountability Agent","Indonesia"
"3273041111717334","Harriet Denesik Jr.","Gislasonworth","1971-11-11","Laki-laki","B","30235 Josiane Ferry","Islam","Belum Menikah","Chief Accounts Administrator","Indonesia"
"3273046006681102","Allison Stiedemann V","Deontebury","1968-06-20","Perempuan","B","61811 Lourdes Island","Islam","Belum Menikah","Dynamic Accountability Producer","Indonesia"
"3273041105819575","Sophia Treutel","New Adaline","1981-05-10","Laki-laki","B","97369 E Broad Street","Hindu","Menikah","Direct Accounts Designer","Indonesia"
"3273042802736998","Frank Wunsch","Itzelville","1973-02-27","Laki-laki","AB","8497 Ophelia Lodge","Katolik","Cerai","Forward Integration Strategist","Indonesia"
"3273040802767925","Carla Bahringer","Emmyburgh","1976-02-08","Laki-laki","A","394 Monroe Station","Islam","Menikah","Direct Interactions Administrator","Indonesia"
"3273046912666288","Pamela Towne","Edinburg","1966-12-29","Perempuan","B","68037 Powlowski Circles","Islam","Belum Menikah","Global Directives Liaison","Indonesia"
"3273041803903125","Grant Hegmann IV","Baileyfort","1990-03-17","Laki-laki","O","9300 Estrella Circles","Hindu","Belum Menikah","Senior Directives Orchestrator","Indonesia"
"3273045208751546","Van Gottlieb","Port Deion","1975-08-11","Perempuan","A","17831 Liana River","Kong Hu Cu","Belum Menikah","Central Quality Orchestrator","Indonesia"
"3273040409766090","Bruce Rogahn","Rutherfordtown","1976-09-04","Laki-laki","O","911 Nelson Road","Islam","Belum Menikah","Chief Web Assistant","Indonesia"
"3273040512722385","Kelley Cremin MD","Abbyview","1972-12-05","Laki-laki","AB","6227 Sporer Mills","Katolik","Belum Menikah","Forward Applications Producer","Indonesia"
"3273042905852394","Anna Klocko-Hane","Santa Barbara","1985-05-28","Laki-laki","O","7618 Guiseppe Glen","Hindu","Menikah","Chief Program Specialist","Indonesia"
"3273041707668830","Marsha Thiel","Ciceroside","1966-07-17","Laki-laki","O","970 Mante Green","Kristen","Belum Menikah","Legacy Security Coordinator","Indonesia"
"3273040309902675","Luz Krajcik","Mikelboro","1990-09-03","Laki-laki","AB","49420 Carlos Knolls","Kristen","Cerai","Human Tactics Officer","Indonesia"
"3273042305025559","Raymond Koch","East Ewald","2002-05-23","Laki-laki","B","31061 Nightingale Close","Kristen","Belum Menikah","International Accounts Technician","Indonesia"
"3273041006997526","Josephine Kling","Estefaniahaven","1999-06-09","Laki-laki","O","3490 Sandrine Run","Kristen","Cerai","Senior Program Designer","Indonesia"
"3273042409896239","Jacqueline Hickle I","Michellehaven","1989-09-24","Laki-laki","AB","188 Chester Road","Hindu","Cerai","Human Paradigm Officer","Indonesia"
"3273046907905746","Alexander Hahn","Wisozkshire","1990-07-28","Perempuan","A","246 The Oaks","Buddha","Belum Menikah","Product Identity Specialist","Indonesia"
"3273045608593620","Jermaine Koelpin","South Elissachester","1959-08-16","Perempuan","A","311 Margret Court","Katolik","Cerai","National Response Analyst","Indonesia"
"3273044510879437","Desiree Nolan DVM","Prohaskaborough","1987-10-05","Perempuan","A","89192 Kenny Spurs","Katolik","Belum Menikah","Customer Communications Producer","Indonesia"
"3273046609739184","Mr. Rene Schmeler","Keelingside","1973-09-26","Perempuan","A","6939 South Road","Buddha","Belum Menikah","Chief Metrics Facilitator","Indonesia"
"3273042207665195","Sherman Dare Jr.","La Habra","1966-07-21","Laki-laki","AB","46687 Oswald Crescent","Kristen","Menikah","Human Data Architect","Indonesia"
"3273040405873886","Jessie Gottlieb","South Uniqueberg","1987-05-04","Laki-laki","O","4930 Amelia Bypass","Islam","Menikah","Chief Brand Director","Indonesia"
"3273040107705411","Howard Kuhn","Zboncakshire","1970-07-01","Laki-laki","AB","561 Nicolas Valley","Islam","Menikah","Dynamic Data Director","Indonesia"
"3273041711808949","Sean Pollich","North Clementina","1980-11-17","Laki-laki","O","65775 Lancaster Road","Hindu","Menikah","Chief Quality Director","Indonesia"
"3273042605041067","Ella King I","Leonburgh","2004-05-25","Laki-laki","O","832 Cemetery Road","Katolik","Menikah","Principal Factors Technician","Indonesia"
"3273042008726337","Virginia Little","Colleenland","1972-08-19","Laki-laki","B","32717 Moen Avenue","Katolik","Cerai","Forward Accountability Consultant","Indonesia"
"3273046711974537","Dr. Marvin Schuster","Walshland","1997-11-27","Perempuan","B","792 Chestnut Street","Kristen","Menikah","Internal Group Associate","Indonesia"
"3273042904879262","Gilbert Koch DVM","South Osborne","1987-04-29","Laki-laki","A","6039 Hills Hill","Buddha","Cerai","Corporate Brand Officer","Indonesia"
"3273040509684047","Marguerite Hilll V","New Shannaboro","1968-09-05","Laki-laki","O","36181 Cronin Lights","Islam","Belum Menikah","Customer Security Administrator","Indonesia"
"3273040506626883","Beth Sauer","West Aracely","1962-06-04","Laki-laki","O","47072 Wood Street","Hindu","Belum Menikah","National Accountability Officer","Indonesia"
"3273040602777618","Julian Turner","South Myriamville","1977-02-06","Laki-laki","A","37415 Emard Burg","Kong Hu Cu","Belum Menikah","Global Paradigm Analyst","Indonesia"
"3273042306801449","Dr. Tony Klocko","Sterling Heights","1980-06-23","Laki-laki","B","49506 Boyle Summit","Hindu","Belum Menikah","International Optimization Executive","Indonesia"
"3273041011026726","Melody Balistreri V","West Rivertown","2002-11-10","Laki-laki","B","1159 Cherry Tree Close","Kristen","Belum Menikah","Legacy Web Administrator","Indonesia"
"3273042912841106","Doug Jacobi","Brendaburgh","1984-12-29","Laki-laki","B","72826 D'Amore Camp","Hindu","Belum Menikah","Investor Accountability Officer","Indonesia"
"3273040707895730","Jamie Koss-Howe","Port Izabella","1989-07-07","Laki-laki","B","418 Trinity Hollow","Buddha","Menikah","Customer Intranet Producer","Indonesia"
"3273042504889768","Lynne Stehr-Miller","Kulasbury","1988-04-24","Laki-laki","O","4078 Hattie Pine","Buddha","Belum Menikah","Investor Markets Agent","Indonesia"
"3273041908672409","Gail O'Reilly","Levittown","1967-08-19","Laki-laki","O","57581 Roslyn Knolls","Kong Hu Cu","Cerai","Regional Research Agent","Indonesia"
"3273040309056178","Wesley Lesch","Pagachaven","2005-09-03","Laki-laki","O","6204 Forest Avenue","Katolik","Cerai","Investor Assurance Technician","Indonesia"
"3273042502923696","Abel Hirthe","Franeckiboro","1992-02-25","Laki-laki","B","10041 Gusikowski Oval","Katolik","Belum Menikah","Dynamic Communications Orchestrator","Indonesia"
"3273042512919511","Rosemarie O'Conner","Hodkiewiczfurt","1991-12-25","Laki-laki","O","185 Freddy Fields","Hindu","Belum Menikah","International Markets Planner","Indonesia"
"3273042303707417","David Botsford","North Wilford","1970-03-23","Laki-laki","A","27782 Hodkiewicz Corner","Kong Hu Cu","Belum Menikah","Investor Web Facilitator","Indonesia"
"3273043105862724","Dr. Ramon Gusikowski","East Auroreburgh","1986-05-31","Laki-laki","B","3189 Keely Camp","Buddha","Belum Menikah","Forward Implementation Associate","Indonesia"
"3273041906711579","Joan O'Keefe","Juwanberg","1971-06-19","Laki-laki","B","3516 Barrows Creek","Kong Hu Cu","Menikah","Product Implementation Officer","Indonesia"
"3273041412654013","Preston Kihn","New Kamron","1965-12-14","Laki-laki","B","38863 Conn Terrace","Kristen","Cerai","Chief Data Director","Indonesia"
"3273040609809320","Joyce Batz","Faymouth","1980-09-06","Laki-laki","A","331 Zieme Harbor","Kristen","Menikah","Global Markets Technician","Indonesia"
"3273041804041162","Mr. Lionel Graham","Jarrellborough","2004-04-17","Laki-laki","O","3929 Strosin Cliffs","Hindu","Belum Menikah","Future Infrastructure Representative","Indonesia"
